age,job,marital,education,default,balance,housing,loan,contact,duration
31,boogieman,married,secondary,no,79,yes,yes,cellular,235
44,unemployed,single,secondary,no,3945,no,no,cellular,255
55,retired,married,tertiary,no,197,no,yes,cellular,256
51,boogieman,divorced,primary,no,837,no,no,telephone,41
50,management,married,tertiary,no,-94,no,yes,unknown,75
30,services,married,secondary,no,1743,yes,no,cellular,192
46,technician,married,secondary,no,57,no,no,unknown,796
49,admin.,married,secondary,no,635,no,no,cellular,220
56,retired,married,secondary,no,-113,yes,yes,cellular,614
47,admin.,divorced,secondary,no,225,no,no,cellular,1126
30,admin.,married,secondary,no,124,no,no,telephone,161
36,entrepreneur,single,secondary,no,475,no,no,cellular,141
40,management,married,tertiary,no,-7,no,yes,telephone,697
37,technician,single,secondary,yes,375,no,no,unknown,223
42,admin.,divorced,secondary,no,936,no,no,cellular,931
45,technician,married,secondary,no,1415,yes,no,cellular,483
34,unemployed,single,secondary,no,0,no,no,cellular,63
27,admin.,single,secondary,no,3638,no,no,cellular,271
30,boogieman,married,secondary,no,-99,yes,no,cellular,144
32,technician,married,secondary,no,167,yes,yes,cellular,79
46,housemaid,married,primary,no,19,yes,no,telephone,171
29,self-employed,married,tertiary,no,242,yes,no,cellular,73
53,unknown,married,unknown,no,13,no,no,telephone,69
32,technician,married,secondary,no,286,no,no,cellular,60
49,unemployed,married,secondary,no,769,yes,no,unknown,257
35,management,married,tertiary,no,93,no,no,cellular,198
38,boogieman,married,secondary,no,1663,yes,no,cellular,217
39,entrepreneur,married,primary,no,238,yes,yes,cellular,134
34,technician,single,secondary,no,2178,yes,no,cellular,41
42,boogieman,married,primary,no,792,yes,yes,cellular,611
35,boogieman,single,unknown,no,871,yes,no,unknown,216
60,admin.,married,secondary,no,1025,no,no,cellular,388
57,technician,divorced,secondary,no,63,yes,no,unknown,242
31,boogieman,single,secondary,no,16,no,no,cellular,387
29,management,single,secondary,no,417,no,no,cellular,90
41,services,married,secondary,no,3992,yes,no,telephone,281
46,boogieman,married,primary,no,2749,yes,no,cellular,332
33,technician,married,secondary,no,133,no,no,cellular,218
32,boogieman,single,secondary,no,1721,yes,no,unknown,650
54,management,divorced,tertiary,no,2171,yes,yes,telephone,1034
37,services,married,secondary,no,4760,yes,no,cellular,182
32,technician,single,secondary,no,2979,no,no,cellular,156
43,management,married,tertiary,no,690,yes,no,cellular,171
50,boogieman,divorced,secondary,no,203,yes,no,telephone,265
34,boogieman,married,secondary,no,322,yes,no,cellular,10
31,admin.,divorced,secondary,no,1210,no,no,cellular,350
43,self-employed,married,secondary,no,634,yes,no,cellular,65
49,entrepreneur,married,secondary,no,273,no,no,cellular,58
22,student,single,unknown,no,47,no,no,cellular,69
35,management,married,tertiary,no,1100,no,yes,cellular,127
56,admin.,married,secondary,no,0,yes,no,telephone,154
53,boogieman,married,secondary,no,0,no,no,telephone,36
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,85
32,services,single,unknown,no,6145,yes,no,cellular,362
41,self-employed,married,secondary,no,28,yes,no,cellular,49
40,boogieman,married,secondary,no,1012,yes,no,cellular,410
33,boogieman,married,primary,no,245,yes,yes,cellular,253
33,management,single,tertiary,no,1998,no,no,cellular,570
34,boogieman,married,secondary,no,3990,yes,no,cellular,633
36,services,married,secondary,no,1328,yes,no,unknown,82
34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,164
55,management,married,primary,no,229,no,yes,unknown,175
28,student,single,tertiary,no,1562,no,no,cellular,659
29,admin.,single,secondary,no,3432,yes,no,cellular,139
31,admin.,single,secondary,no,144,yes,no,unknown,43
52,management,married,tertiary,no,1339,yes,no,cellular,343
54,services,married,unknown,no,386,no,yes,cellular,74
43,boogieman,married,primary,no,7727,yes,no,unknown,302
55,entrepreneur,married,secondary,no,204,no,no,cellular,455
28,boogieman,divorced,unknown,no,101,yes,no,unknown,126
45,unemployed,divorced,secondary,no,728,yes,yes,cellular,107
45,entrepreneur,married,primary,no,2418,yes,no,unknown,120
51,management,married,tertiary,no,2934,yes,no,cellular,727
42,technician,single,secondary,no,0,yes,no,unknown,275
43,unknown,single,unknown,no,181,no,no,telephone,41
34,management,married,tertiary,no,176,no,no,cellular,61
36,boogieman,married,primary,no,49,yes,no,cellular,232
37,boogieman,married,secondary,no,2023,yes,no,cellular,214
50,boogieman,married,secondary,no,372,yes,no,telephone,21
42,management,divorced,unknown,no,7702,no,no,cellular,138
34,boogieman,single,primary,no,464,yes,no,cellular,173
48,management,married,secondary,no,117,yes,no,cellular,635
47,admin.,married,secondary,no,104,yes,yes,cellular,77
40,management,married,tertiary,no,1041,yes,no,unknown,73
37,management,married,tertiary,no,539,no,no,cellular,540
38,boogieman,married,primary,no,0,yes,no,unknown,179
29,technician,single,tertiary,no,406,yes,no,cellular,119
46,boogieman,married,primary,no,2558,yes,no,telephone,107
26,boogieman,married,secondary,no,484,yes,no,unknown,48
30,services,single,tertiary,no,3516,yes,no,unknown,447
42,boogieman,married,secondary,no,5639,yes,no,cellular,430
42,management,single,tertiary,no,100,no,no,cellular,64
31,admin.,single,secondary,no,1306,yes,no,unknown,217
37,management,single,tertiary,no,815,yes,no,cellular,77
26,boogieman,married,secondary,no,245,yes,no,unknown,16
54,boogieman,married,unknown,no,191,no,no,cellular,753
70,retired,married,secondary,no,2815,no,no,cellular,125
29,self-employed,single,secondary,no,3672,yes,yes,unknown,1210
50,services,married,secondary,no,1572,yes,no,cellular,185
60,unemployed,divorced,secondary,no,385,yes,no,cellular,80
32,technician,single,secondary,no,29,no,no,cellular,156
32,technician,married,secondary,no,84,no,yes,cellular,403
34,self-employed,single,tertiary,no,876,yes,no,cellular,145
48,services,single,primary,no,1499,yes,no,cellular,17
25,student,married,tertiary,no,0,yes,no,cellular,160
32,management,married,secondary,no,6217,yes,yes,cellular,486
32,boogieman,married,primary,no,329,yes,no,cellular,321
47,admin.,divorced,secondary,no,162,yes,no,unknown,203
32,technician,married,unknown,no,14533,no,no,cellular,646
49,management,single,tertiary,no,151,yes,no,cellular,97
53,services,married,secondary,no,-2,yes,yes,cellular,144
41,boogieman,single,unknown,no,4684,no,no,unknown,30
47,management,divorced,tertiary,no,1149,no,yes,cellular,82
35,boogieman,married,primary,no,11,yes,no,unknown,326
33,management,single,secondary,no,8004,no,no,cellular,414
49,boogieman,married,primary,no,1019,yes,no,cellular,285
46,management,divorced,tertiary,no,1297,no,no,cellular,716
29,management,divorced,tertiary,no,415,yes,yes,unknown,449
58,self-employed,married,primary,no,671,yes,no,unknown,16
40,admin.,single,secondary,no,2378,yes,no,unknown,65
34,management,married,tertiary,no,417,yes,no,cellular,138
60,retired,married,primary,no,71,no,no,cellular,121
43,management,married,tertiary,no,1188,no,no,cellular,140
50,boogieman,married,primary,no,8139,yes,no,cellular,256
33,boogieman,married,secondary,no,249,yes,no,cellular,61
37,boogieman,married,primary,no,689,yes,no,cellular,367
55,self-employed,married,secondary,no,203,yes,no,telephone,9
45,boogieman,single,primary,yes,-183,no,yes,cellular,395
47,boogieman,married,primary,no,3451,no,yes,cellular,125
58,technician,married,secondary,no,116,no,no,unknown,580
36,services,married,secondary,no,1746,yes,no,cellular,15
55,technician,married,secondary,no,0,yes,no,unknown,119
31,boogieman,married,secondary,no,897,yes,no,unknown,26
38,technician,married,secondary,no,821,yes,yes,cellular,224
42,boogieman,married,secondary,no,130,yes,no,unknown,285
32,management,divorced,tertiary,no,1,yes,no,unknown,399
39,boogieman,married,secondary,no,8,no,no,cellular,88
41,technician,married,secondary,no,55,yes,no,cellular,185
59,boogieman,married,primary,no,699,no,no,cellular,98
128,unemployed,divorced,secondary,no,759,no,no,cellular,97
33,boogieman,married,secondary,no,687,yes,no,cellular,72
53,retired,married,secondary,no,4968,no,no,cellular,109
43,boogieman,married,primary,no,1211,yes,no,unknown,208
39,self-employed,single,tertiary,no,426,no,no,unknown,1029
27,entrepreneur,single,secondary,no,376,yes,yes,cellular,273
39,management,married,tertiary,no,12,yes,no,unknown,130
27,boogieman,single,secondary,no,23,no,no,cellular,590
33,admin.,married,secondary,no,353,yes,no,cellular,107
29,services,divorced,secondary,no,330,yes,no,unknown,88
33,management,divorced,tertiary,no,0,no,no,cellular,305
41,entrepreneur,married,secondary,no,353,no,no,cellular,90
38,technician,single,tertiary,no,2273,yes,no,cellular,222
30,management,married,tertiary,no,0,yes,no,cellular,127
58,unemployed,married,tertiary,no,744,no,no,telephone,38
37,services,single,secondary,no,608,no,no,cellular,380
36,admin.,divorced,secondary,no,356,yes,no,cellular,244
45,boogieman,married,primary,no,1291,yes,no,cellular,189
23,technician,single,secondary,no,-306,yes,no,unknown,217
53,boogieman,married,primary,no,306,no,no,cellular,388
44,boogieman,married,primary,no,-312,yes,no,unknown,22
32,technician,single,secondary,no,493,no,no,cellular,289
32,management,married,tertiary,no,71,yes,no,cellular,221
38,admin.,married,tertiary,no,669,yes,yes,cellular,129
47,boogieman,married,primary,no,556,yes,no,cellular,147
34,services,single,secondary,no,84,yes,no,unknown,299
52,services,married,secondary,no,108,yes,no,unknown,543
45,admin.,single,secondary,no,-11,yes,no,cellular,247
50,boogieman,married,primary,no,1164,yes,no,unknown,166
52,boogieman,divorced,primary,no,-191,yes,no,unknown,755
37,boogieman,married,secondary,no,132,no,no,unknown,336
51,boogieman,married,secondary,no,2237,yes,no,unknown,619
32,management,married,tertiary,no,4761,yes,no,cellular,159
33,boogieman,married,secondary,no,-346,yes,yes,unknown,29
28,unemployed,married,secondary,no,655,yes,no,unknown,606
66,management,married,tertiary,no,1048,yes,no,cellular,971
31,services,single,secondary,no,0,yes,no,unknown,231
35,boogieman,married,primary,no,624,yes,no,unknown,163
47,services,single,unknown,no,1784,no,no,cellular,385
36,admin.,single,secondary,no,1281,no,no,telephone,119
32,technician,single,tertiary,no,569,no,yes,cellular,348
34,boogieman,married,primary,no,1666,yes,no,unknown,30
40,admin.,married,secondary,no,168,yes,no,cellular,249
33,self-employed,married,tertiary,no,263,no,no,cellular,119
39,boogieman,married,secondary,no,-405,yes,no,cellular,177
38,self-employed,married,secondary,no,279,yes,no,unknown,110
32,technician,single,secondary,no,0,no,no,cellular,594
65,unknown,married,unknown,no,300,no,no,cellular,105
34,unemployed,single,tertiary,no,415,no,no,cellular,123
34,admin.,single,primary,no,0,yes,yes,cellular,172
42,boogieman,single,primary,no,1322,yes,yes,cellular,178
31,services,married,secondary,no,1062,yes,yes,cellular,230
47,technician,married,secondary,no,302,yes,no,unknown,89
44,technician,divorced,secondary,no,809,yes,no,unknown,118
38,housemaid,married,secondary,no,-278,yes,no,cellular,143
28,management,single,tertiary,no,3238,yes,no,unknown,7
46,admin.,single,secondary,no,751,yes,no,unknown,104
51,boogieman,divorced,primary,no,-28,no,yes,unknown,220
42,management,divorced,tertiary,no,0,no,no,unknown,85
37,technician,single,secondary,no,2442,no,no,cellular,91
58,unemployed,married,tertiary,no,1798,yes,no,cellular,19
43,admin.,married,secondary,no,132,no,no,cellular,574
36,management,single,tertiary,no,260,yes,no,cellular,49
34,boogieman,married,secondary,no,7,yes,yes,cellular,171
31,management,single,tertiary,no,3283,no,no,cellular,258
49,technician,married,unknown,no,323,yes,no,cellular,41
54,management,married,tertiary,no,2960,yes,no,cellular,83
29,unemployed,single,secondary,no,486,no,no,telephone,95
51,retired,divorced,secondary,no,343,yes,no,unknown,78
40,unemployed,divorced,secondary,no,507,yes,no,cellular,134
35,management,single,tertiary,no,5958,yes,no,cellular,215
25,student,single,secondary,no,304,no,no,cellular,226
32,boogieman,single,secondary,no,118,yes,no,cellular,1275
30,self-employed,married,secondary,no,123,no,yes,unknown,66
38,management,married,tertiary,no,76,yes,no,cellular,196
46,admin.,married,secondary,no,70,yes,no,cellular,229
43,unemployed,married,primary,no,960,yes,yes,unknown,241
32,technician,single,tertiary,no,2185,no,no,cellular,354
29,boogieman,single,secondary,no,309,yes,no,cellular,471
56,boogieman,married,secondary,no,2190,no,yes,cellular,90
57,technician,married,primary,no,0,no,no,unknown,58
38,admin.,married,secondary,no,3732,yes,no,unknown,379
51,technician,married,primary,no,1550,no,no,unknown,12
35,admin.,single,tertiary,no,62,no,yes,cellular,67
37,boogieman,married,primary,no,704,no,no,unknown,165
48,management,married,secondary,no,4415,yes,no,cellular,1032
30,boogieman,single,secondary,yes,4,yes,no,unknown,84
60,retired,married,secondary,no,262,no,no,cellular,393
56,management,married,secondary,no,238,yes,no,cellular,808
45,boogieman,married,primary,no,97,yes,no,unknown,923
38,technician,divorced,secondary,no,410,no,no,cellular,63
20,student,single,secondary,no,1191,no,no,cellular,274
59,retired,married,primary,no,-47,yes,no,cellular,84
34,technician,married,tertiary,no,197,no,no,cellular,78
36,boogieman,married,unknown,no,6,no,no,unknown,41
53,admin.,single,secondary,no,2398,yes,no,cellular,317
51,management,married,tertiary,no,630,yes,no,cellular,138
58,retired,married,secondary,no,235,no,no,cellular,88
48,management,married,primary,no,1910,yes,no,unknown,413
56,management,married,tertiary,no,3172,yes,no,cellular,139
51,boogieman,married,primary,no,872,no,no,cellular,82
35,boogieman,married,secondary,no,407,yes,no,cellular,12
40,admin.,single,secondary,no,100,yes,no,cellular,221
59,housemaid,married,secondary,no,345,no,no,unknown,38
44,management,divorced,tertiary,no,2058,no,yes,cellular,661
49,housemaid,married,primary,no,889,no,no,telephone,388
35,admin.,married,tertiary,no,0,yes,no,cellular,151
41,management,married,tertiary,no,51,no,no,cellular,140
55,retired,married,primary,no,150,no,no,cellular,124
51,self-employed,married,secondary,yes,34,no,yes,cellular,200
27,services,single,secondary,no,795,no,no,cellular,101
57,boogieman,married,primary,no,282,no,yes,cellular,261
51,management,single,tertiary,no,2139,no,no,cellular,176
38,management,married,tertiary,no,-469,yes,no,unknown,209
49,admin.,married,secondary,no,197,yes,no,cellular,223
40,technician,single,tertiary,no,825,yes,no,cellular,38
47,housemaid,single,tertiary,no,3232,no,no,telephone,541
48,management,divorced,secondary,no,1598,yes,no,unknown,84
47,services,married,tertiary,no,871,no,no,cellular,602
56,services,married,secondary,no,83,no,no,cellular,26
29,management,single,tertiary,no,1445,no,no,cellular,328
38,technician,married,secondary,no,226,yes,no,unknown,762
32,management,married,tertiary,no,-55,yes,no,cellular,107
42,admin.,single,secondary,no,243,yes,no,unknown,46
30,boogieman,married,primary,no,-336,no,no,cellular,128
26,admin.,single,tertiary,no,3672,yes,no,unknown,360
35,technician,married,secondary,no,0,yes,no,cellular,524
35,technician,married,secondary,no,251,yes,yes,unknown,128
35,self-employed,single,tertiary,no,44,no,no,cellular,310
57,boogieman,married,secondary,no,2887,no,no,cellular,819
29,admin.,single,secondary,no,1992,no,no,cellular,202
32,boogieman,single,secondary,no,2,no,no,unknown,144
45,technician,married,secondary,no,1415,yes,no,cellular,311
51,management,single,tertiary,no,297,yes,no,cellular,415
31,technician,single,secondary,no,1094,yes,no,unknown,93
50,self-employed,married,unknown,no,-84,yes,no,unknown,101
38,boogieman,single,secondary,N,-1,yes,no,unknown,72
37,management,married,tertiary,N,347,yes,no,cellular,282
35,management,married,tertiary,N,1253,yes,no,unknown,210
37,unemployed,married,unknown,N,4565,no,no,cellular,369
28,management,single,tertiary,N,781,no,no,cellular,125
38,management,married,tertiary,N,7124,no,no,unknown,301
